
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	AVG_CA	AVG_MG	AVG_K	_NA	_AL	_BE7	_PB210
	2-14-1996	2-21-1996	12.692	0.097	2.046	6.907	0.308	#N/A	#N/A	#N/A	0.030	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-21-1996	2-28-1996	6.436	0.080	1.196	3.527	0.309	#N/A	#N/A	#N/A	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-28-1996	3-6-1996	9.231	0.022	0.968	4.894	-0.264	#N/A	#N/A	#N/A	0.017	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-6-1996	3-13-1996	4.958	0.091	1.242	2.786	0.541	#N/A	#N/A	#N/A	0.014	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-13-1996	3-20-1996	20.027	0.147	3.417	10.894	0.675	#N/A	#N/A	#N/A	0.028	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-20-1996	3-27-1996	5.542	0.142	1.203	3.152	0.410	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-27-1996	4-3-1996	5.729	0.150	1.594	3.301	0.763	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-3-1996	4-10-1996	8.073	0.078	1.341	4.390	0.236	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-10-1996	4-17-1996	8.379	0.106	1.342	4.417	0.230	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-17-1996	4-24-1996	11.303	0.089	1.901	6.618	0.235	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-24-1996	5-1-1996	6.416	0.152	1.137	3.706	0.205	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-1-1996	5-8-1996	20.416	0.229	4.296	12.625	1.118	#N/A	#N/A	#N/A	-0.009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-8-1996	5-15-1996	7.592	0.103	1.420	4.292	0.339	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-15-1996	5-22-1996	6.415	0.104	1.438	3.658	0.517	#N/A	#N/A	#N/A	0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-22-1996	5-29-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-29-1996	6-5-1996	8.895	0.083	1.739	4.748	0.544	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-5-1996	6-12-1996	7.973	0.064	1.286	4.237	0.220	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-12-1996	6-19-1996	8.110	0.098	1.578	4.852	0.356	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-19-1996	6-26-1996	8.241	0.090	1.651	4.631	0.485	#N/A	#N/A	#N/A	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-26-1996	7-3-1996	7.299	0.144	1.223	4.294	0.142	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-3-1996	7-10-1996	5.595	0.137	0.978	3.078	0.204	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-10-1996	7-17-1996	5.250	0.171	1.301	3.083	0.525	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-17-1996	7-24-1996	10.633	0.108	1.841	5.662	0.416	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-24-1996	7-31-1996	7.860	0.112	2.213	4.619	1.050	#N/A	#N/A	#N/A	0.020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-31-1996	8-7-1996	9.926	0.139	1.846	5.319	0.507	#N/A	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-7-1996	8-14-1996	14.003	0.234	2.291	7.587	0.381	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-14-1996	8-21-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-21-1996	8-28-1996	8.717	0.153	1.596	4.605	0.437	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-28-1996	9-4-1996	9.280	0.139	1.553	4.800	0.345	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-4-1996	9-11-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-11-1996	9-18-1996	18.064	0.238	2.808	12.067	-0.229	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-18-1996	9-25-1996	8.946	0.084	1.415	4.759	0.217	#N/A	#N/A	#N/A	0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-25-1996	10-2-1996	7.745	0.201	1.240	4.247	0.172	#N/A	#N/A	#N/A	0.013	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-2-1996	10-9-1996	10.634	0.160	1.708	5.725	0.267	#N/A	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-9-1996	10-16-1996	8.628	0.137	1.558	4.701	0.375	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-16-1996	10-23-1996	11.095	0.120	2.343	6.066	0.816	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-23-1996	10-30-1996	8.967	0.053	1.510	4.958	0.262	#N/A	#N/A	#N/A	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-30-1996	11-6-1996	7.740	0.136	1.567	4.418	0.455	#N/A	#N/A	#N/A	0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-6-1996	11-13-1996	13.213	0.095	2.340	7.602	0.427	#N/A	#N/A	#N/A	0.042	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-13-1996	11-20-1996	9.491	0.245	1.901	4.885	0.671	#N/A	#N/A	#N/A	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-20-1996	11-27-1996	9.129	0.297	1.865	5.502	0.481	#N/A	#N/A	#N/A	0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-27-1996	12-4-1996	18.571	0.137	3.139	9.891	0.650	#N/A	#N/A	#N/A	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-4-1996	12-11-1996	11.771	0.078	1.930	6.475	0.301	#N/A	#N/A	#N/A	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-11-1996	12-18-1996	8.228	0.140	1.594	4.554	0.448	#N/A	#N/A	#N/A	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-18-1996	12-24-1996	7.075	0.259	1.412	3.969	0.413	#N/A	#N/A	#N/A	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-24-1996	12-31-1996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-31-1996	1-9-1997	11.325	0.059	#N/A	7.092	#N/A	#N/A	1.063	1.382	-0.013	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-9-1997	1-15-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-15-1997	1-22-1997	8.530	0.081	1.590	5.416	0.226	#N/A	0.922	1.199	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-22-1997	1-29-1997	5.199	0.123	1.508	3.252	0.690	#N/A	1.037	1.348	0.013	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-29-1997	2-5-1997	8.333	0.082	1.705	4.898	0.473	#N/A	0.985	1.281	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-5-1997	2-12-1997	7.613	0.100	1.536	4.528	0.396	#N/A	2.633	3.423	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-12-1997	2-19-1997	12.145	0.100	2.049	7.016	0.283	#N/A	0.736	0.957	-0.014	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-19-1997	2-26-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-26-1997	3-5-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-5-1997	3-12-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-12-1997	3-19-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-19-1997	3-26-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-26-1997	4-2-1997	11.901	0.161	1.940	6.885	0.207	#N/A	0.827	1.075	-0.015	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-2-1997	4-9-1997	4.566	0.101	0.919	2.680	0.245	#N/A	0.701	0.912	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-9-1997	4-16-1997	4.760	0.104	1.057	2.875	0.333	#N/A	2.076	2.698	0.023	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-16-1997	4-23-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-23-1997	4-30-1997	4.961	0.053	1.063	2.867	0.341	#N/A	1.584	2.059	0.016	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-30-1997	5-7-1997	12.363	0.048	1.749	6.683	0.067	#N/A	1.411	1.834	-0.010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-7-1997	5-14-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-14-1997	5-21-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-21-1997	5-28-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-28-1997	6-4-1997	15.820	0.180	2.454	9.063	0.173	#N/A	2.010	2.612	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-4-1997	6-11-1997	11.382	0.096	1.806	6.460	0.180	#N/A	1.738	2.260	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-11-1997	6-18-1997	20.921	0.082	3.188	11.118	0.390	#N/A	1.140	1.483	-0.016	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-18-1997	6-25-1997	9.633	0.068	1.506	5.317	0.168	#N/A	0.791	1.028	-0.010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-25-1997	7-2-1997	8.180	0.066	1.394	4.831	0.178	#N/A	1.361	1.770	0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-2-1997	7-9-1997	8.906	0.075	1.413	4.843	0.194	#N/A	0.424	0.551	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-9-1997	7-16-1997	8.292	0.065	1.330	4.587	0.176	#N/A	0.202	0.263	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-16-1997	7-23-1997	8.501	0.076	1.358	4.805	0.148	#N/A	0.192	0.250	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-23-1997	7-30-1997	7.169	0.070	1.962	5.885	0.481	#N/A	0.266	0.346	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-30-1997	8-6-1997	7.478	0.050	1.388	4.477	0.262	#N/A	0.203	0.264	0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-6-1997	8-13-1997	10.035	0.058	1.945	5.608	0.534	#N/A	0.173	0.224	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-13-1997	8-20-1997	6.695	0.082	1.302	4.227	0.238	#N/A	0.198	0.258	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-20-1997	8-27-1997	7.771	0.085	1.543	4.772	0.343	#N/A	0.249	0.324	0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-27-1997	9-3-1997	7.181	0.065	1.268	3.975	0.267	#N/A	0.122	0.158	0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-3-1997	9-10-1997	7.405	0.128	1.373	4.268	0.299	#N/A	0.158	0.205	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-10-1997	9-17-1997	6.458	0.095	1.578	3.983	0.576	#N/A	0.187	0.244	0.040	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-17-1997	9-24-1997	8.373	0.042	1.487	5.829	0.019	#N/A	0.258	0.336	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-24-1997	10-1-1997	8.182	0.160	1.444	5.001	0.185	#N/A	0.132	0.171	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-1-1997	10-8-1997	7.761	0.086	1.071	4.521	-0.067	#N/A	0.136	0.177	0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-8-1997	10-15-1997	16.733	0.162	2.903	9.921	0.406	#N/A	0.245	0.318	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-15-1997	10-22-1997	7.107	0.089	1.410	4.154	0.365	#N/A	0.138	0.180	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-22-1997	10-29-1997	10.071	0.248	1.890	5.811	0.428	#N/A	0.230	0.298	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-29-1997	11-5-1997	11.110	0.096	1.961	6.447	0.338	#N/A	0.120	0.156	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-5-1997	11-12-1997	5.437	0.116	1.076	3.209	0.269	#N/A	0.390	0.507	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-12-1997	11-21-1997	13.130	0.144	2.369	9.637	-0.057	#N/A	0.116	0.151	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-21-1997	11-26-1997	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-26-1997	12-5-1997	15.656	0.153	2.835	9.869	0.350	#N/A	0.183	0.238	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-5-1997	12-10-1997	28.392	0.106	4.217	16.144	0.154	#N/A	0.471	0.612	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-10-1997	12-17-1997	6.868	0.118	1.224	3.876	0.248	#N/A	0.125	0.163	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-17-1997	12-24-1997	10.908	0.056	1.669	6.373	0.065	#N/A	0.129	0.168	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-24-1997	12-31-1997	9.033	0.068	1.492	5.091	0.210	#N/A	0.237	0.308	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-31-1997	1-7-1998	9.108	0.060	1.523	5.186	0.217	#N/A	0.353	0.459	0.000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-7-1998	1-14-1998	10.765	0.147	1.868	6.524	0.226	#N/A	0.076	0.098	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-14-1998	1-21-1998	13.057	0.082	1.974	8.433	-0.149	#N/A	-0.003	-0.003	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-21-1998	1-28-1998	6.310	0.026	0.913	3.540	0.022	#N/A	-0.003	-0.004	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-28-1998	2-4-1998	27.877	0.069	4.294	21.512	#N/A	#N/A	0.013	0.016	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-4-1998	2-11-1998	34.304	0.092	5.108	21.468	#N/A	#N/A	-0.018	-0.023	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1998	2-18-1998	29.462	0.031	4.307	19.039	-0.485	#N/A	0.112	0.145	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-18-1998	2-25-1998	15.887	0.056	2.436	8.935	0.187	#N/A	0.178	0.231	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-25-1998	3-4-1998	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-4-1998	3-11-1998	18.033	0.029	2.789	10.230	0.215	#N/A	-0.252	-0.327	-0.015	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-11-1998	3-18-1998	5.230	0.044	1.034	3.153	0.240	#N/A	0.072	0.094	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-18-1998	3-25-1998	8.947	0.088	1.557	5.459	0.183	#N/A	-0.109	-0.142	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-25-1998	4-1-1998	14.145	0.096	2.204	7.932	0.207	#N/A	#N/A	#N/A	-0.012	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-1-1998	4-8-1998	6.631	0.087	1.129	3.732	0.190	#N/A	-0.031	-0.040	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-8-1998	4-15-1998	8.909	0.100	1.462	4.818	0.249	#N/A	0.214	0.278	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-15-1998	4-22-1998	9.048	0.095	1.490	5.079	0.212	#N/A	0.088	0.114	-0.008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-22-1998	4-29-1998	9.606	0.086	1.518	5.415	0.155	#N/A	0.127	0.165	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-29-1998	5-6-1998	6.481	0.149	1.096	3.628	0.183	#N/A	0.016	0.021	-0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-6-1998	5-13-1998	7.398	0.115	1.229	4.201	0.171	#N/A	0.101	0.131	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-13-1998	5-20-1998	12.510	0.078	1.956	6.808	0.243	#N/A	0.015	0.020	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-20-1998	5-27-1998	6.243	0.090	1.060	3.489	0.182	#N/A	0.029	0.037	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-27-1998	6-3-1998	10.950	0.117	2.525	6.342	0.929	#N/A	0.059	0.077	-0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-3-1998	6-10-1998	10.233	0.062	1.643	5.537	0.250	#N/A	0.092	0.120	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-10-1998	6-17-1998	8.203	0.060	1.306	4.607	0.146	#N/A	-0.008	-0.011	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-17-1998	6-24-1998	12.112	0.092	1.855	6.897	0.119	#N/A	-0.085	-0.110	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1998	7-1-1998	7.583	0.111	1.287	4.439	0.170	#N/A	-0.132	-0.171	-0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-1-1998	7-8-1998	7.618	0.126	1.337	4.228	0.273	#N/A	-0.161	-0.209	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-8-1998	7-15-1998	7.326	0.127	1.156	4.181	0.104	#N/A	-0.035	-0.045	-0.010	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-15-1998	7-22-1998	20.644	0.158	3.171	11.417	0.297	#N/A	-0.031	-0.040	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-22-1998	7-29-1998	10.915	0.096	1.755	6.222	0.189	#N/A	-0.062	-0.080	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-29-1998	8-5-1998	14.204	0.178	2.376	7.876	0.394	#N/A	-0.038	-0.050	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-5-1998	8-12-1998	8.923	0.104	1.625	4.804	0.416	#N/A	-0.069	-0.090	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-12-1998	8-19-1998	16.460	0.102	2.637	10.453	0.006	#N/A	-0.051	-0.066	0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-19-1998	8-26-1998	13.715	0.098	2.368	7.612	0.452	#N/A	-0.244	-0.317	0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-26-1998	9-2-1998	8.110	0.119	1.477	4.640	0.309	#N/A	-0.061	-0.079	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-2-1998	9-9-1998	7.658	0.154	1.543	4.304	0.460	#N/A	-0.089	-0.116	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-9-1998	9-16-1998	18.881	0.112	2.966	12.816	-0.260	#N/A	-0.140	-0.181	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1998	9-23-1998	14.610	0.178	2.342	8.138	0.294	#N/A	-0.167	-0.218	-0.009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-23-1998	9-30-1998	7.593	0.044	1.208	4.153	0.163	#N/A	-0.032	-0.042	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1998	10-7-1998	8.042	0.136	1.714	4.640	0.546	#N/A	0.363	0.471	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-7-1998	10-14-1998	11.232	0.142	1.932	7.027	0.164	#N/A	0.349	0.454	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-14-1998	10-21-1998	7.477	0.116	1.611	4.418	0.499	#N/A	0.274	0.356	-0.004	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-21-1998	10-28-1998	12.292	0.166	2.357	6.889	0.623	#N/A	0.267	0.348	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-28-1998	11-4-1998	7.662	0.188	1.579	4.546	0.435	#N/A	0.345	0.448	-0.011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-4-1998	11-11-1998	9.566	0.116	1.711	5.661	0.286	#N/A	0.404	0.525	-0.006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-11-1998	11-18-1998	6.483	0.223	1.641	3.932	0.652	#N/A	0.555	0.722	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-18-1998	11-25-1998	5.216	0.162	1.178	3.073	0.404	#N/A	0.317	0.412	-0.002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1998	12-2-1998	5.166	0.113	1.045	3.008	0.288	#N/A	0.176	0.229	-0.003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1998	12-9-1998	8.694	0.167	1.689	4.821	0.476	#N/A	0.252	0.328	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-9-1998	12-16-1998	4.856	0.064	0.788	2.821	0.078	#N/A	0.055	0.072	-0.007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-16-1998	12-24-1998	29.377	0.196	4.185	15.804	0.207	#N/A	0.535	0.695	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-24-1998	1-6-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-6-1999	1-14-1999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-14-1999	1-21-1999	6.398	0.091	1.433	3.756	0.488	#N/A	0.199	0.258	0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-21-1999	1-27-1999	6.493	0.125	1.542	3.782	0.591	#N/A	0.123	0.159	-0.005	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-27-1999	2-3-1999	7.491	0.115	1.846	4.401	0.739	#N/A	0.070	0.091	0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-3-1999	2-10-1999	8.741	0.164	1.710	5.278	0.381	#N/A	0.277	0.361	-0.001	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
